1.465103602409362793e+01 1.700000000000000178e+00 1.600000000000000089e+00 0.000000000000000000e+00 -9.424777960769381568e-02 -9.424777960769380181e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.446202540397644043e+01 1.700000000000000178e+00 1.600000000000000089e+00 0.000000000000000000e+00 -9.424777960769381568e-02 -9.424777960769380181e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.448302650451660156e+01 1.700000000000000178e+00 1.600000000000000089e+00 0.000000000000000000e+00 -9.424777960769381568e-02 -9.424777960769380181e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.450402760505676270e+01 1.700000000000000178e+00 1.600000000000000089e+00 0.000000000000000000e+00 -9.424777960769381568e-02 -9.424777960769380181e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.452502894401550293e+01 1.700000000000000178e+00 1.600000000000000089e+00 0.000000000000000000e+00 -9.424777960769381568e-02 -9.424777960769380181e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.454603004455566406e+01 1.700000000000000178e+00 1.600000000000000089e+00 0.000000000000000000e+00 -9.424777960769381568e-02 -9.424777960769380181e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.456703138351440430e+01 1.700000000000000178e+00 1.600000000000000089e+00 0.000000000000000000e+00 -9.424777960769381568e-02 -9.424777960769380181e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.458803248405456543e+01 1.700000000000000178e+00 1.600000000000000089e+00 0.000000000000000000e+00 -9.424777960769381568e-02 -9.424777960769380181e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.460903358459472656e+01 1.700000000000000178e+00 1.600000000000000089e+00 0.000000000000000000e+00 -9.424777960769381568e-02 -9.424777960769380181e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.463103508949279785e+01 1.700000000000000178e+00 1.600000000000000089e+00 0.000000000000000000e+00 -9.424777960769381568e-02 -9.424777960769380181e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
