1244 960 1008 2500 2500 1388 1484 1976 
1248 960 1144 2500 2500 1528 1480 1976 

0	0	1000	0	0	0	0	0	2000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
0	0	1000	0	0	0	0	0	2000
1000	0	1000	0	0	0	0	0	1000
0	0	1000	0	0	0	0	0	2000
1000	0	1000	0	0	0	0	0	1000
0	0	676	0	0	0	0	0	2000
1000	0	323	0	0	685	0	0	2027
0	0	0	0	0	1000	0	0	5000
0	0	0	0	0	1000	0	0	5000
1000	0	0	0	0	1000	1	0	2500
0	0	0	0	0	1000	5	0	5000
0	0	0	0	0	1000	10	0	5000
0	0	0	0	0	1000	11	0	5000
0	0	0	0	0	1000	9	0	5000
1000	0	0	0	0	1000	3	0	2500
0	0	0	0	0	1000	0	0	5000
1000	0	0	0	0	1000	0	0	2500
1000	0	676	0	0	314	0	0	1468
1000	0	1000	0	0	0	0	0	1000
0	0	1000	0	0	0	0	0	2000
0	0	1000	0	0	0	0	0	2000
0	0	1000	0	0	0	0	0	2000
0	0	676	0	0	314	0	0	2951
0	0	676	0	0	314	0	0	2951
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
0	0	1000	0	0	0	0	0	2000
0	0	1000	0	0	0	0	0	2000
0	0	1000	0	0	0	0	0	2000
0	0	676	0	0	0	0	0	2000
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1000	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	1000	0	0	0	0	0	2000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
0	0	323	0	0	657	0	0	4011
1000	0	0	0	0	1000	3	0	2500
1000	0	0	0	0	1000	15	0	2500
0	0	0	0	0	1000	15	0	5000
1000	0	0	0	0	85	15	0	391
1000	0	0	0	0	0	15	0	0
0	0	0	0	0	0	14	0	0
1000	0	0	0	0	0	12	0	0
0	0	0	0	0	0	14	0	0
1000	0	0	0	0	0	15	0	0
1000	0	0	0	0	1000	15	0	2500
1000	0	0	0	0	1000	15	0	2500
1000	0	0	0	0	1000	15	0	2500
1000	0	0	0	0	1000	3	0	2500
0	0	0	0	0	1000	0	0	5000
0	0	0	0	0	1000	0	0	5000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
0	0	1000	0	0	0	0	0	2000
0	0	1000	0	0	0	0	0	2000
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
928	0	1000	0	0	0	0	0	1037
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
0	0	1000	0	0	0	0	0	2000
0	0	1000	0	0	0	0	0	2000
0	0	1000	0	0	0	0	0	2000
0	0	1000	0	0	0	0	0	2000
0	0	676	0	0	0	0	0	2000
0	0	323	0	0	0	0	0	2000
1000	0	352	0	0	371	0	0	1485
0	0	0	0	0	1000	0	0	5000
0	0	0	0	0	1000	0	0	5000
0	0	0	0	0	1000	0	0	5000
0	0	0	0	0	1000	0	0	5000
0	0	0	0	0	1000	0	0	5000
0	0	0	0	0	1000	15	0	5000
0	0	0	0	0	1000	15	0	5000
1000	0	0	0	0	1000	15	0	2500
0	0	0	0	0	1000	15	0	5000
0	0	0	0	0	1000	15	0	5000
1000	0	0	0	0	1000	15	0	2500
1000	0	0	0	0	1000	15	0	2500
1000	0	0	0	0	1000	15	0	2500
0	0	0	0	0	1000	12	0	5000
1000	0	0	0	0	1000	0	0	2500
1000	0	323	0	0	657	0	0	1985
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
1000	0	1000	0	0	0	0	0	1000
